age,balance,campaign,cons.conf.idx,cons.price.idx,contact,data_source,day,day_of_week,default,duration,education,emp.var.rate,euribor3m,housing,job,loan,marital,month,nr.employed,pdays,poutcome,previous,y,contact_frequency,previous_campaign_success,age_group,has_economic_data,duration_category
52,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,118,unknown,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,short
50,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,56,basic.4y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,very_short
57,,1,-41.8,94.465,telephone,bank-additional,,thu,no,253,university.degree,1.4,4.961,no,admin.,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,medium
47,,1,-41.8,94.465,telephone,bank-additional,,thu,no,786,basic.6y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
44,,1,-41.8,94.465,telephone,bank-additional,,thu,no,239,unknown,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
40,,1,-41.8,94.465,telephone,bank-additional,,thu,no,136,university.degree,1.4,4.961,no,management,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
30,,3,-41.8,94.465,telephone,bank-additional,,thu,no,162,high.school,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
33,,2,-41.8,94.465,telephone,bank-additional,,thu,no,219,university.degree,1.4,4.961,no,management,yes,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
37,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,135,professional.course,1.4,4.961,yes,unemployed,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,177,high.school,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
38,,2,-41.8,94.465,telephone,bank-additional,,thu,no,252,professional.course,1.4,4.961,no,technician,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
55,,3,-41.8,94.465,telephone,bank-additional,,thu,no,416,professional.course,1.4,4.961,no,retired,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,long
43,,1,-41.8,94.465,telephone,bank-additional,,thu,no,52,professional.course,1.4,4.961,yes,unemployed,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,very_short
37,,1,-41.8,94.465,telephone,bank-additional,,thu,no,32,high.school,1.4,4.961,no,technician,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,very_short
31,,2,-41.8,94.465,telephone,bank-additional,,thu,no,217,basic.9y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
29,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,145,high.school,1.4,4.961,no,student,no,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,young_adult,1,short
24,,2,-41.8,94.465,telephone,bank-additional,,thu,no,93,professional.course,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,young_adult,1,short
57,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,61,high.school,1.4,4.961,yes,services,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,short
30,,5,-41.8,94.465,telephone,bank-additional,,thu,no,262,unknown,1.4,4.961,no,blue-collar,yes,single,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,medium
58,,3,-41.8,94.465,telephone,bank-additional,,thu,no,246,high.school,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,medium
26,,3,-41.8,94.465,telephone,bank-additional,,thu,no,92,high.school,1.4,4.961,unknown,admin.,unknown,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,young_adult,1,short
29,,3,-41.8,94.465,telephone,bank-additional,,thu,no,1318,high.school,1.4,4.961,yes,blue-collar,no,single,jun,5228.1,999,nonexistent,0,yes,low,no_previous_contact,young_adult,1,long
23,,10,-41.8,94.465,telephone,bank-additional,,thu,no,197,high.school,1.4,4.961,no,services,no,single,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,young_adult,1,medium
47,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,282,basic.9y,1.4,4.961,unknown,management,unknown,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,medium
38,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,922,basic.6y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
45,,3,-41.8,94.465,telephone,bank-additional,,thu,no,163,university.degree,1.4,4.961,yes,technician,yes,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
52,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,26,basic.4y,1.4,4.961,yes,retired,yes,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,very_short
29,,2,-41.8,94.465,telephone,bank-additional,,thu,no,63,high.school,1.4,4.961,yes,admin.,no,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,young_adult,1,short
43,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,176,basic.9y,1.4,4.961,yes,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
36,,2,-41.8,94.465,telephone,bank-additional,,thu,no,67,basic.9y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,605,high.school,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
27,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,75,basic.6y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,young_adult,1,short
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,1411,high.school,1.4,4.961,yes,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
52,,1,-41.8,94.465,telephone,bank-additional,,thu,no,83,high.school,1.4,4.961,yes,services,no,divorced,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
52,,1,-41.8,94.465,telephone,bank-additional,,thu,no,297,high.school,1.4,4.961,unknown,services,unknown,divorced,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,2028,high.school,1.4,4.961,yes,admin.,yes,married,jun,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,adult,1,long
54,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,211,basic.6y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
39,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,453,basic.6y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
28,,4,-41.8,94.465,telephone,bank-additional,,thu,no,419,high.school,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,young_adult,1,long
53,,7,-41.8,94.465,telephone,bank-additional,,thu,no,498,university.degree,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,middle_aged,1,long
40,,2,-41.8,94.465,telephone,bank-additional,,thu,no,202,university.degree,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
49,,1,-41.8,94.465,telephone,bank-additional,,thu,no,21,university.degree,1.4,4.961,no,management,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,very_short
40,,1,-41.8,94.465,telephone,bank-additional,,thu,no,40,high.school,1.4,4.961,yes,services,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,very_short
23,,1,-41.8,94.465,telephone,bank-additional,,thu,no,148,professional.course,1.4,4.961,unknown,technician,unknown,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,short
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,184,high.school,1.4,4.961,unknown,management,unknown,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
38,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,55,basic.4y,1.4,4.961,no,unemployed,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,very_short
31,,4,-41.8,94.465,telephone,bank-additional,,thu,no,952,high.school,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,yes,medium,no_previous_contact,adult,1,long
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,207,basic.9y,1.4,4.961,no,blue-collar,yes,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
34,,1,-41.8,94.465,telephone,bank-additional,,thu,no,238,basic.9y,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
35,,1,-41.8,94.465,telephone,bank-additional,,thu,no,318,university.degree,1.4,4.961,yes,admin.,no,divorced,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
37,,1,-41.8,94.465,telephone,bank-additional,,thu,no,232,basic.9y,1.4,4.961,no,blue-collar,no,divorced,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
57,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,76,basic.4y,1.4,4.961,no,retired,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
35,,14,-41.8,94.465,telephone,bank-additional,,thu,no,153,high.school,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,adult,1,short
58,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,525,high.school,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,long
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,97,basic.4y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
49,,2,-41.8,94.465,telephone,bank-additional,,thu,no,216,university.degree,1.4,4.961,no,management,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,142,university.degree,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
39,,1,-41.8,94.465,telephone,bank-additional,,thu,no,290,high.school,1.4,4.961,no,admin.,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
34,,3,-41.8,94.465,telephone,bank-additional,,thu,unknown,280,professional.course,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,559,basic.4y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
33,,1,-41.8,94.465,telephone,bank-additional,,thu,no,67,basic.9y,1.4,4.961,no,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
59,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,235,unknown,1.4,4.961,yes,retired,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,medium
57,,1,-41.8,94.465,telephone,bank-additional,,thu,no,107,basic.4y,1.4,4.961,yes,retired,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,short
55,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,368,professional.course,1.4,4.961,yes,management,yes,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,long
25,,1,-41.8,94.465,telephone,bank-additional,,thu,no,74,basic.9y,1.4,4.961,yes,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,short
55,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,1136,basic.4y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,pre_retirement,1,long
23,,1,-41.8,94.465,telephone,bank-additional,,thu,no,359,basic.9y,1.4,4.961,no,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,long
56,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,64,basic.9y,1.4,4.961,no,self-employed,no,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
31,,1,-41.8,94.465,telephone,bank-additional,,thu,no,73,university.degree,1.4,4.961,no,technician,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
51,,9,-41.8,94.465,telephone,bank-additional,,thu,no,16,basic.4y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,middle_aged,1,very_short
43,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,409,basic.9y,1.4,4.961,no,blue-collar,no,divorced,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
45,,1,-41.8,94.465,telephone,bank-additional,,thu,no,65,university.degree,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
57,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,69,basic.4y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
34,,1,-41.8,94.465,telephone,bank-additional,,thu,no,722,basic.6y,1.4,4.961,no,services,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
31,,1,-41.8,94.465,telephone,bank-additional,,thu,no,133,high.school,1.4,4.961,yes,entrepreneur,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
37,,1,-41.8,94.465,telephone,bank-additional,,thu,no,288,university.degree,1.4,4.961,no,management,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
29,,1,-41.8,94.465,telephone,bank-additional,,thu,no,120,basic.9y,1.4,4.961,yes,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,short
60,,3,-41.8,94.465,telephone,bank-additional,,thu,no,43,basic.4y,1.4,4.961,no,entrepreneur,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,very_short
40,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,78,basic.4y,1.4,4.961,yes,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
55,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,166,professional.course,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,short
43,,2,-41.8,94.465,telephone,bank-additional,,thu,no,30,university.degree,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,very_short
45,,16,-41.8,94.465,telephone,bank-additional,,thu,unknown,10,basic.9y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,middle_aged,1,very_short
40,,1,-41.8,94.465,telephone,bank-additional,,thu,no,219,professional.course,1.4,4.961,yes,retired,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
37,,2,-41.8,94.465,telephone,bank-additional,,thu,no,164,basic.9y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
47,,1,-41.8,94.465,telephone,bank-additional,,thu,no,148,university.degree,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
37,,7,-41.8,94.465,telephone,bank-additional,,thu,no,11,professional.course,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,adult,1,very_short
28,,1,-41.8,94.465,telephone,bank-additional,,thu,no,130,basic.9y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,short
52,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,208,unknown,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
28,,1,-41.8,94.465,telephone,bank-additional,,thu,no,140,basic.9y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,short
25,,1,-41.8,94.465,telephone,bank-additional,,thu,no,559,professional.course,1.4,4.961,no,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,long
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,224,high.school,1.4,4.961,no,services,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
55,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,93,basic.4y,1.4,4.961,yes,housemaid,no,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,pre_retirement,1,short
53,,2,-41.8,94.465,telephone,bank-additional,,thu,no,177,basic.9y,1.4,4.961,yes,self-employed,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
35,,2,-41.8,94.465,telephone,bank-additional,,thu,no,405,high.school,1.4,4.961,yes,management,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
45,,1,-41.8,94.465,telephone,bank-additional,,thu,no,69,basic.9y,1.4,4.961,yes,management,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
28,,1,-41.8,94.465,telephone,bank-additional,,thu,no,1017,high.school,1.4,4.961,no,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,long
36,,1,-41.8,94.465,telephone,bank-additional,,thu,no,385,professional.course,1.4,4.961,no,technician,yes,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
26,,5,-41.8,94.465,telephone,bank-additional,,thu,unknown,237,high.school,1.4,4.961,no,unknown,no,single,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,young_adult,1,medium
45,,2,-41.8,94.465,telephone,bank-additional,,thu,no,237,basic.9y,1.4,4.961,yes,management,no,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
38,,1,-41.8,94.465,telephone,bank-additional,,thu,no,202,university.degree,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
46,,1,-41.8,94.465,telephone,bank-additional,,thu,no,153,high.school,1.4,4.961,no,services,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
49,,2,-41.8,94.465,telephone,bank-additional,,thu,no,163,university.degree,1.4,4.961,no,management,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
53,,2,-41.8,94.465,telephone,bank-additional,,thu,no,97,professional.course,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
49,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,216,high.school,1.4,4.961,yes,admin.,no,married,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,medium
42,,1,-41.8,94.465,telephone,bank-additional,,thu,no,399,basic.6y,1.4,4.961,no,technician,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
48,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,234,high.school,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
26,,3,-41.8,94.465,telephone,bank-additional,,thu,no,184,basic.9y,1.4,4.961,yes,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,young_adult,1,medium
35,,1,-41.8,94.465,telephone,bank-additional,,thu,no,155,basic.4y,1.4,4.961,yes,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
42,,2,-41.8,94.465,telephone,bank-additional,,thu,no,500,basic.4y,1.4,4.961,no,housemaid,no,married,jun,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
50,,2,-41.8,94.465,telephone,bank-additional,,thu,no,167,unknown,1.4,4.961,yes,housemaid,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
60,,2,-41.8,94.465,telephone,bank-additional,,thu,no,89,university.degree,1.4,4.961,yes,management,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
56,,2,-41.8,94.465,telephone,bank-additional,,thu,no,92,basic.4y,1.4,4.961,no,retired,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
31,,1,-41.8,94.465,telephone,bank-additional,,thu,no,296,basic.9y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
46,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,563,university.degree,1.4,4.961,yes,entrepreneur,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
40,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,146,basic.9y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
42,,2,-41.8,94.465,telephone,bank-additional,,thu,no,92,university.degree,1.4,4.961,no,management,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
33,,3,-41.8,94.465,telephone,bank-additional,,thu,no,149,basic.9y,1.4,4.961,no,blue-collar,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
60,,3,-41.8,94.465,telephone,bank-additional,,thu,unknown,80,basic.9y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
40,,7,-41.8,94.465,telephone,bank-additional,,thu,no,354,basic.4y,1.4,4.961,no,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,middle_aged,1,long
52,,2,-41.8,94.465,telephone,bank-additional,,thu,no,106,basic.4y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
42,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,111,high.school,1.4,4.961,no,services,no,divorced,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
48,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,136,high.school,1.4,4.961,no,services,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
34,,1,-41.8,94.465,telephone,bank-additional,,thu,no,549,basic.6y,1.4,4.961,yes,blue-collar,yes,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
34,,2,-41.8,94.465,telephone,bank-additional,,thu,no,267,university.degree,1.4,4.961,no,housemaid,no,single,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
48,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,461,basic.9y,1.4,4.961,yes,self-employed,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
26,,4,-41.8,94.465,telephone,bank-additional,,thu,unknown,60,basic.9y,1.4,4.961,no,blue-collar,no,single,jun,5228.1,999,nonexistent,0,no,medium,no_previous_contact,young_adult,1,short
38,,2,-41.8,94.465,telephone,bank-additional,,thu,no,117,high.school,1.4,4.961,yes,admin.,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
39,,8,-41.8,94.465,telephone,bank-additional,,thu,unknown,21,university.degree,1.4,4.961,no,unemployed,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,adult,1,very_short
43,,1,-41.8,94.465,telephone,bank-additional,,thu,no,104,professional.course,1.4,4.961,unknown,technician,unknown,single,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
29,,10,-41.8,94.465,telephone,bank-additional,,thu,no,15,high.school,1.4,4.961,yes,admin.,yes,single,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,young_adult,1,very_short
37,,2,-41.8,94.465,telephone,bank-additional,,thu,no,216,basic.6y,1.4,4.961,yes,blue-collar,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
28,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,211,basic.9y,1.4,4.961,unknown,blue-collar,unknown,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,medium
52,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,71,basic.4y,1.4,4.961,no,self-employed,yes,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
25,,18,-41.8,94.465,telephone,bank-additional,,thu,unknown,18,high.school,1.4,4.961,no,admin.,no,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,young_adult,1,very_short
28,,1,-41.8,94.465,telephone,bank-additional,,thu,no,225,basic.9y,1.4,4.961,yes,technician,no,married,jun,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,young_adult,1,medium
36,,8,-41.8,94.465,telephone,bank-additional,,thu,unknown,59,high.school,1.4,4.961,no,admin.,yes,married,jun,5228.1,999,nonexistent,0,no,high,no_previous_contact,adult,1,very_short
47,,3,-41.8,94.465,telephone,bank-additional,,thu,no,835,basic.9y,1.4,4.961,unknown,services,unknown,single,jun,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
37,,2,-41.8,94.465,telephone,bank-additional,,thu,no,683,professional.course,1.4,4.961,yes,technician,no,married,jun,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
57,,2,-41.8,94.465,telephone,bank-additional,,thu,unknown,258,basic.9y,1.4,4.961,yes,blue-collar,yes,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,medium
55,,1,-41.8,94.465,telephone,bank-additional,,thu,unknown,1012,university.degree,1.4,4.961,yes,retired,no,married,jun,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,pre_retirement,1,long
39,,2,-41.8,94.465,telephone,bank-additional,,thu,no,233,professional.course,1.4,4.961,yes,technician,no,married,jun,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
